Player;Pos;Squad;Min;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Expected Assists;Shot-Created Actions;Completed Passes into Penalty Box;Passes Completed %;Key Passes;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Aitor Ruibal;W;Betis;1593;0.15;0.08;0.14;3.05;1.24;75.7;1.3;2.09;55.2;2.54;5.54
Fabián Ruiz Peña;CM;Napoli;2569;0.09;0.06;0.1;3.68;1.37;88.8;1.47;0.7;64.5;0.63;4.95
Isma Ruiz;CM;Granada;67;0;0;0;0;0;71.4;0;0;0;1.43;2.86
Kays Ruiz;CM;Paris Saint-Germain;186;0.05;0.03;0;2.38;1.43;87.8;0;2.38;50;1.9;5.24
Víctor Ruiz;CB;Betis;2157;0.05;0.29;0;0.21;0.17;88.2;0.08;0.17;100;0.29;2.04
Gerónimo Rulli;GK;Villarreal;180;0;0;0;0;0;80.2;0;0;0;0;0
Georginio Rutter;FW;Rennes;44;0;0;0.07;2.59;1.11;79.7;0.74;0;0;4;8
Georginio Rutter;FW;Hoffenheim;241;0.15;0.06;0.2;2;0;60;2;2.96;57.1;4.07;5.56
Mathew Ryan;GK;Arsenal;270;0;0;0;0;0;92.5;0;0;0;0;0
Mathew Ryan;GK;Brighton;990;0;0;0;0;0;78.7;0;0;0;0;0
Julian Ryerson;FB;Union Berlin;1069;0.02;0.03;0.11;1.51;0.5;73.5;0.84;1.01;70.6;1.68;4.79
Frederik Rønnow;GK;Schalke 04;945;0;0;0;0;0;74.2;0;0;0;0;0
João Victor Santos Sá;W;Wolfsburg;469;0.1;0.05;0.19;3.27;0.77;78.5;1.73;2.31;80;2.88;7.88
Roli Pereira de Sa;AM;Nantes;56;0.33;0.05;0;11.7;1.67;91.5;1.67;6.67;80;0;11.7
Idriss Saadi;FW;Strasbourg;125;0.93;0.26;0.14;1.43;0;60;0.71;1.43;66.7;1.43;7.14
Youssouf Sabaly;FB;Bordeaux;2909;0.02;0.06;0.05;1.95;0.87;84.8;0.77;1.39;57;1.11;2.97
Mathys Saban;CM;Saint-Étienne;13;0;0;0;0;0;100;0;0;0;10;10
Marcel Sabitzer;CM;RB Leipzig;2026;0.19;0.07;0.1;2.62;2.13;79.5;1.29;0.71;66.7;1.47;4.53
Alexis Saelemaekers;W;Milan;2016;0.13;0.1;0.13;3.21;0.94;80.1;1.38;1.96;66.7;1.34;7.1
Modibo Sagnan;CB;Real Sociedad;622;0.09;0.12;0.03;0.58;0.29;86.8;0.29;0.29;66.7;0.72;3.77
Allan Saint-Maximin;W;Newcastle Utd;1560;0.15;0.09;0.19;3.53;0.58;79.8;1.62;4.8;67.5;3.47;3.01
Borja Sainz;W;Alavés;453;0.22;0.14;0.08;1;0.6;76.8;0.4;1.6;33.3;3.4;8.4
Romain Saïss;CB;Wolves;2407;0.13;0.12;0.01;0.6;0.3;82;0.22;0.3;57.1;0.11;3
Bukayo Saka;W;Arsenal;2553;0.24;0.11;0.17;3.45;1.02;74.9;1.34;1.48;52.5;2.32;3.91
Hiroki Sakai;FB;Marseille;2385;0.01;0.1;0.05;1.17;0.45;82.9;0.64;0.45;52.2;0.83;4.64
Moïse Sakava;AM;Reims;8;0;0.03;0;10;0;100;0;0;0;0;0
Mamadou Sakho;CB;Crystal Palace;276;0;0.02;0;0;0;87.8;0;0;0;0.32;1.94
Jacopo Sala;FB;Spezia;375;0;0;0.12;1.43;1.19;85.5;0.95;0.71;50;0.48;3.57
Mohamed Salah;W;Liverpool;3078;0.48;0.14;0.18;3.42;2.16;83.2;1.58;1.46;50.5;2.69;4.5
Eddy Salcedo;FW;Hellas Verona;755;0.33;0.13;0.06;1.55;1.07;69.6;0.71;1.19;58.8;2.5;4.29
William Saliba;CB;Nice;1800;0.03;0.1;0;0.2;0.1;92.6;0.1;0.45;81.8;0.2;2.2
Romain Salin;GK;Rennes;1350;0;0;0;0;0;75.2;0;0;0;0;0.07
Mohammed Salisu;CB;Southampton;844;0.04;0.1;0;0.53;0;82.4;0.11;0.96;90;1.38;6.49
Roland Sallai;W;Freiburg;1661;0.33;0.13;0.07;2;0.97;71.8;0.81;0.86;32.7;1.24;3.68
Salvi;W;Cádiz;1933;0.09;0.12;0.06;1.35;1.02;56.4;0.84;0.42;36;1.35;3.91
Lazar Samardzic;AM;RB Leipzig;200;0;0.03;0.23;1.82;0.45;75.4;1.36;2.73;54.5;0.91;10.9
Diadie Samassékou;CM;Hoffenheim;2563;0.02;0.04;0.04;1.3;0.28;83.9;0.32;0.98;70;0.81;5.37
Mama Samba Baldé;W;Dijon;2161;0.32;0.13;0.03;1.88;0.25;69.7;0.42;1.17;45.9;2.58;4.13
Junior Sambia;FB;Montpellier;2448;0.04;0.06;0.09;2.39;1.43;78.9;0.92;1.51;48.8;1.69;3.49
Frédéric Sammaritano;AM;Dijon;1130;0.1;0.12;0.17;2.46;0.79;75;2.14;1.11;73.7;2.14;4.05
Fede San Emeterio;CM;Valladolid;1460;0.01;0.03;0.01;0.56;0.12;78.4;0.25;0.19;100;0.25;5.12
Antonio Sanabria;FW;Torino;978;0.28;0.16;0.08;1.74;0.64;76.3;0.83;0.83;47.4;1.83;3.3
Antonio Sanabria;FW;Betis;932;0.41;0.18;0.03;1.54;0.19;74.9;0.29;0.87;69.2;1.35;2.88
Oihan Sancet;AM;Athletic Club;1035;0.25;0.16;0.1;2.17;0.7;73.8;1.04;1.39;61.5;1.91;4.87
Renato Sanches;CM;Lille;1270;0.16;0.11;0.11;2.91;0.78;83.2;1.28;2.7;65.5;2.2;4.61
Juan Sánchez Miño;FB;Elche;495;0;0;0;0.36;0.36;84.3;0.18;1.27;63.6;0.91;2.18
Alexis Sánchez;FW;Inter;1146;0.38;0.17;0.46;5.59;2.44;78.3;2.6;2.2;68.3;2.83;4.96
Davinson Sánchez;CB;Tottenham;1486;0.07;0.18;0;0.3;0.06;86.9;0;0;0;0.24;2.97
Germán Sánchez;CB;Granada;2638;0.06;0.14;0;0.17;0.14;77.6;0.03;0.1;100;0.1;1.98
Javi Sánchez;CB;Valladolid;921;0.02;0.05;0.01;0.49;0.2;82.9;0.29;0.2;100;0;2.35
Manuel Sánchez;FB;Osasuna;976;0.01;0.04;0.08;2.31;1.39;73.6;1.3;0.74;53.3;0.56;5.93
Manuel Sánchez;FB;Atlético Madrid;49;0;0;0.6;2;0;77.4;2;0;0;0;0
Robert Sánchez;GK;Brighton;2430;0;0;0;0;0;71.6;0;0;0;0.04;0
Jadon Sancho;W;Dortmund;2062;0.29;0.13;0.3;5.46;3.58;78.7;2.93;3.97;55.8;1.79;4.06
Alex Sandro;FB;Juventus;1858;0.06;0.08;0.08;1.84;1.21;85.8;0.83;0.78;76.2;0.92;3.69
Leroy Sané;W;Bayern Munich;1805;0.28;0.1;0.32;4.28;1.84;74.7;1.79;3.68;60.7;2.64;6.97
Salif Sané;CB;Schalke 04;1071;0.03;0.05;0.03;0.59;0.42;83.3;0.34;0.59;77.8;0.17;3.03
Oier Sanjurjo;CM;Osasuna;2084;0.04;0.06;0.08;1.16;0.65;67.7;0.52;0.3;53.8;0.69;5.52
Mohamed Sankoh;FW;Stuttgart;17;0;0.04;0;5;0;100;0;0;0;0;0
Siriki Sanogo;CM;Benevento;10;0;0;0;0;0;100;0;0;0;0;0
Morgan Sanson;CM;Aston Villa;294;0;0.01;0.23;1.85;0.54;75.7;1.3;1.21;80;2.73;10.3
Morgan Sanson;CM;Marseille;826;0.13;0.11;0.03;1.21;0.3;75.8;0.3;0.87;53.3;2.5;8.26
Nicola Sansone;W;Bologna;1169;0.29;0.12;0.18;4.15;1.08;77;2.15;2;56.5;2.46;5.38
Baptiste Santamaria;CM;Angers;270;0.1;0.06;0.03;2.67;1.33;87.8;1.33;0.33;100;1.33;8
Baptiste Santamaria;CM;Freiburg;2209;0.08;0.06;0.06;1.51;0.45;76.4;0.53;0.9;57.9;1.59;5.84
Federico Santander;FW;Bologna;37;0.5;0.05;0.75;10;0;70.6;2.5;0;0;2.5;12.5
Davide Santon;FB;Roma;586;0.03;0.05;0.12;1.23;1.08;86.8;0.77;0.92;75;0.31;2.77
Samir Santos;CB;Udinese;2216;0.05;0.11;0.02;0.81;0.2;86.9;0.28;0.24;85.7;0.73;2.97
Riccardo Saponara;AM;Fiorentina;52;0;0;0.17;1.67;0;90.5;1.67;0;0;3.33;3.33
Riccardo Saponara;AM;Spezia;389;0.23;0.1;0.14;3.02;1.86;78.1;0.7;1.86;66.7;0.7;1.4
Ivan Šaponjić;FW;Cádiz;388;0.21;0.09;0;1.4;0.7;78.8;0;0.47;28.6;1.63;2.56
Pablo Sarabia;W;Paris Saint-Germain;1320;0.33;0.13;0.37;3.33;2.04;76.9;1.84;0.75;50;1.16;4.29
Josh Sargent;FW;Werder Bremen;2506;0.19;0.11;0.14;2.3;0.4;71.1;1.08;1.01;59.6;1.44;5.68
Bouna Sarr;FB;Marseille;76;0;0.02;0.02;1.8;0.8;88.3;0.6;2.5;50;1.25;7.5
Bouna Sarr;FB;Bayern Munich;452;0.02;0.03;0;0;0;91.7;0;2.8;82.4;1.4;3.8
Sidy Sarr;CM;Nîmes;463;0.08;0.04;0.1;1.18;0.59;81.5;0.59;0.98;100;0.59;4.12
Marco Sau;FW;Benevento;785;0.18;0.16;0.15;3.56;0.92;70.1;2.3;0.8;77.8;2.18;2.41
Téji Savanier;CM;Montpellier;2165;0.11;0.05;0.24;5.23;1.16;70.4;2.66;2.57;72.9;2.24;6.6
Stefan Savić;CB;Atlético Madrid;2953;0.03;0.13;0.01;0.4;0.15;86.3;0.06;0.18;85.7;0.09;2.99
Romaine Sawyers;CM;West Brom;1487;0.01;0.04;0.02;0.79;0.3;85;0.3;0.55;47.4;1.03;4.91
Gianluca Scamacca;FW;Genoa;1352;0.39;0.13;0.11;2;0.33;67.1;0.93;0.93;60.9;2.2;3.93
Dane Scarlett;FW;Tottenham;1;0;0;0;0;0;0;0;0;0;0;1
Fabian Schär;CB;Newcastle Utd;1246;0.03;0.04;0;0.65;0.87;77.7;0.07;0.51;53.8;0.43;2.39
Aurélien Scheidler;FW;Dijon;342;0.13;0.08;0.08;1.58;0.53;75;1.05;0.26;25;1.58;1.05
Nicolás Schiappacasse;W;Sassuolo;15;0;0;0;0;0;100;0;0;0;0;10
Pasquale Schiattarella;CM;Benevento;2247;0.04;0.12;0.11;2.04;1.12;81.2;0.96;0.52;72.2;0.52;4.24
Patrik Schick;FW;Leverkusen;1866;0.47;0.17;0.11;2.22;0.1;72.3;1.01;1.21;65.8;1.4;2.9
Sven Schipplock;FW;Arminia;744;0.13;0.08;0.11;1.93;0;54.9;1.2;1.08;60;1.69;9.4
Xaver Schlager;CM;Wolfsburg;2626;0.1;0.06;0.11;1.75;0.82;77.2;0.72;0.89;78.8;1.61;7.33
Keven Schlotterbeck;CB;Freiburg;1654;0.03;0.07;0.01;0.33;0.16;82.5;0.11;0.22;80;0.11;2.99
Nico Schlotterbeck;CB;Union Berlin;1285;0.09;0.06;0.01;1.05;0.14;81.5;0.07;0.63;69.2;0.35;4.41
Jeffrey Schlupp;W;Crystal Palace;1428;0.1;0.09;0.11;2.14;0.63;70.9;1.07;2.01;56.1;3.27;4.28
Kasper Schmeichel;GK;Leicester City;3420;0;0;0;0.03;0;72.7;0;0.03;50;0;0
Jonathan Schmid;FB;Freiburg;2393;0.05;0.06;0.08;2.22;1.39;76.7;0.98;0.75;58.8;0.94;3.53
Romano Schmid;AM;Werder Bremen;1177;0.05;0.03;0.08;2.37;1.07;71.9;0.99;1.3;58.6;2.44;5.8
Benno Schmitz;FB;Köln;416;0.07;0.07;0.09;2.61;0.65;72.4;1.09;0;0;0.65;6.52
Morgan Schneiderlin;CM;Nice;2197;0.03;0.06;0.05;1.11;0.37;88.1;0.49;0.45;73.3;0.25;5
Alessandro Schöpf;W;Schalke 04;942;0.04;0.04;0.04;1.62;0.29;79.8;0.38;1.81;55.9;3.05;6
Jerdy Schouten;CM;Bologna;2512;0.01;0.03;0.1;1.65;0.43;86.7;0.86;1.4;60;1.15;4.7
Nico Schulz;FB;Dortmund;610;0.01;0.06;0.04;1.76;0.88;82.5;0.74;0;0;0.88;4.85
Alexander Schwolow;GK;Hertha BSC;2340;0;0;0;0.08;0;79.1;0.04;0.04;100;0;0.08
Christopher Scott;AM;Bayern Munich;34;0;0.03;0;0;0;75;0;2.5;100;2.5;5
Matteo Scozzarella;CM;Parma;153;0;0;0.18;4.12;0;78;2.94;0;0;1.18;2.94
Simone Scuffet;GK;Udinese;90;0;0;0;0;0;71.4;0;0;0;0;0
Jacopo Segre;CM;Torino;191;0.19;0.11;0;2.38;0;87.9;0.48;1.43;50;1.43;5.24
Davie Selke;FW;Werder Bremen;813;0.31;0.12;0.08;2.22;0.44;58.7;0.78;0.44;36.4;2.33;5.33
Malik Sellouki;AM;Nice;66;0.43;0.06;0;0;0;66.7;0;4.29;42.9;2.86;7.14
Matz Sels;GK;Strasbourg;540;0;0;0;0;0.17;62.9;0;0;0;0;0
Nélson Semedo;FB;Wolves;2983;0.06;0.08;0.03;1.75;0.73;81.4;0.6;1.72;62.6;1.15;4.95
Léo Sena;CM;Spezia;885;0.01;0.04;0.01;1.84;0.51;88.4;0.2;2.24;78.6;1.22;5.51
Stefano Sensi;CM;Inter;603;0.16;0.06;0.15;5.07;1.79;82.4;1.79;1.49;58.8;1.34;4.48
Jaime Seoane;CM;Huesca;2064;0.06;0.05;0.05;1.27;0.48;76.8;0.52;0.83;50;1.05;5.76
Luigi Sepe;GK;Parma;3240;0;0;0;0;0;78.4;0;0.06;100;0;0
Suat Serdar;CM;Schalke 04;1953;0.1;0.07;0.07;1.43;0.46;76.5;0.69;1.66;60;2.67;5.21
Jean Seri;CM;Bordeaux;707;0.01;0.03;0.06;1.65;0.51;88;0.63;1.01;80;1.14;6.71
Femi Seriki;FB;Sheffield Utd;1;0;0;0;0;0;0;0;0;0;0;0
Ryan Sessegnon;FB;Hoffenheim;1574;0.03;0.11;0.1;1.49;1.37;77.8;0.91;0.8;43.8;1.26;5.54
Nils Seufert;CM;Arminia;343;0;0.04;0.08;1.58;0.26;81.2;1.05;1.05;80;1.84;5.26
Edgar Sevikyan;W;Levante;8;0;0;0;0;0;60;0;10;100;0;0
Stephan El Shaarawy;W;Roma;572;0.2;0.08;0.23;4.84;0.94;77.5;2.5;1.41;50;0.94;2.03
Jamie Shackleton;CM;Leeds United;461;0;0;0.06;1.18;0.39;88.3;0.39;0.2;33.3;0.59;3.53
Xherdan Shaqiri;W;Liverpool;556;0.06;0.04;0.48;5.16;4.19;83.6;3.06;0.97;100;1.94;5.32
Billy Sharp;FW;Sheffield Utd;735;0.15;0.17;0.07;0.61;0.37;69.9;0.49;0.85;70;2.68;4.15
Luke Shaw;FB;Manchester Utd;2654;0.02;0.06;0.18;3.76;1.56;81.6;2.41;1.29;63.3;1.02;4.68
Jonjo Shelvey;CM;Newcastle Utd;2617;0.09;0.06;0.09;2.27;0.79;73.8;1.31;0.79;79.3;0.41;2.61
Eldor Shomurodov;FW;Genoa;1677;0.27;0.13;0.11;2.42;0.54;70.8;1.08;0.91;41.5;1.94;5.86
Shola Shoretire;W;Manchester Utd;11;0;0;0;10;0;75;0;0;0;0;30
Mahame Siby;CM;Strasbourg;21;0;0;0;0;0;75;0;0;0;0;0
Abdoulaye Sidibé;W;Saint-Étienne;11;0;0;0;0;0;50;0;0;0;0;20
Djibril Sidibé;FB;Monaco;1980;0;0.04;0.11;2.45;1.23;83.4;1.14;0.45;62.5;0.55;4.23
Sidnei;CB;Betis;697;0.03;0.17;0;0;0.13;90.6;0;0;0;0.26;2.08
Kaj Sierhuis;FW;Reims;652;0.15;0.09;0.08;2.22;0.69;65.5;1.25;1.39;71.4;1.94;4.58
Tim Siersleben;CB;Wolfsburg;34;0.25;0.06;0;0;0;95.2;0;0;0;0;0
Gylfi Sigurðsson;AM;Everton;2253;0.15;0.08;0.19;2.68;0.88;79.1;1.8;0.6;57.7;1.44;4.56
Luca Siligardi;W;Crotone;49;0.2;0.03;0;6;2;77.3;4;0;0;2;10
Luca Siligardi;W;Parma;34;0;0;0;7.5;0;68.2;2.5;0;0;2.5;2.5
Adrien Silva;CM;Sampdoria;1599;0.02;0.06;0.05;1.63;0.45;87.5;0.56;0.56;66.7;1.01;7.98
André Silva;FW;Eintracht Frankfurt;2760;0.62;0.18;0.18;2.48;0.55;74.1;0.94;0.98;51.7;1.89;3.32
Bernardo Silva;AM;Manchester City;2065;0.12;0.1;0.16;3.49;1.4;89.7;1.4;1.79;70.7;1.22;4.85
Caio Henrique Oliveira Silva;FB;Monaco;2368;0.02;0.11;0.12;2.09;1.67;79.1;1.06;0.65;63;0.46;4.07
David Silva;AM;Real Sociedad;1399;0.19;0.14;0.26;4.13;3.23;83.5;1.87;1.68;59.1;1.23;4.39
Fábio Silva;FW;Wolves;1369;0.35;0.11;0.03;2.04;0.39;74.4;0.72;0.99;46.9;1.25;4.54
Florent da Silva;CM;Lyon;3;0;0;0;0;0;100;0;0;0;0;0
Gabriel Silva;FB;Saint-Étienne;355;0;0;0.05;1.79;2.05;83.4;0.77;1.03;100;0.51;4.1
Gastón Silva;FB;Huesca;600;0;0;0;0.9;0.15;86.8;0.15;0;0;0.15;4.63
Rui Silva;GK;Granada;2880;0;0;0;0.16;0.03;55;0.03;0.03;100;0;0
Thiago Silva;CB;Chelsea;1935;0.05;0.09;0.01;0.84;0.33;93.5;0.23;0.09;66.7;0.09;1.81
Marco Silvestri;GK;Hellas Verona;3060;0;0;0;0;0.03;44.6;0;0;0;0;0
Mohamed Simakan;CB;Strasbourg;1615;0.08;0.1;0.06;0.78;0.61;82.7;0.22;0.56;66.7;0.45;3.97
Giovanni Simeone;FW;Cagliari;1740;0.42;0.19;0.06;1.61;0.16;73.8;0.57;1.09;80.8;1.5;5.23
Moses Simon;W;Nantes;2324;0.29;0.2;0.13;2.4;0.97;64.8;1.24;1.9;51.6;2.48;2.98
Unai Simón;GK;Athletic Club;3330;0;0;0;0.11;0.03;70.6;0.03;0.03;100;0;0.05
Xavi Simons;CM;Paris Saint-Germain;2;0.1;0.07;0;1;0;75;0;0;0;0;2
Jóan Símun Edmundsson;AM;Arminia;58;0.83;0.17;0;0;0;73.3;0;0;0;3.33;5
Wilfried Singo;FB;Torino;1854;0.05;0.11;0.14;1.89;1.02;76.7;1.12;2.67;61.1;1.21;3.01
Daley Sinkgraven;FB;Leverkusen;1570;0.02;0.07;0.04;1.95;0.92;82;0.8;2.01;79.5;1.49;4.66
Dimitris Siovas;CB;Huesca;3071;0.06;0.07;0.01;0.5;0.03;82.8;0.09;0.32;84.6;0.15;2.76
Tobias Sippel;GK;Mönchengladbach;344;0;0;0;0;0;65.3;0;0;0;0.26;0
Salvatore Sirigu;GK;Torino;2880;0;0;0;0.09;0;70;0;0;0;0;0
Issouf Sissokho;CM;Bordeaux;78;0.11;0.03;0;1.11;0;93.2;0;0;0;2.22;6.67
Ibrahima Sissoko;CM;Strasbourg;2581;0.05;0.05;0.01;1.01;0.45;81;0.17;0.87;64.1;1.11;5.54
Moussa Sissoko;CM;Tottenham;1585;0.02;0.12;0.03;0.97;0.34;84.1;0.28;0.97;56.7;0.8;4.26
Nelson Sissoko;FB;Saint-Étienne;474;0;0.02;0;0.94;0;74.3;0.38;1.13;54.5;0.57;2.64
Antonio Sivera;GK;Alavés;71;0;0;0;0;0;45.5;0;0;0;0;0
Jacques Siwe;FW;Dijon;169;0.21;0.12;0.11;1.58;0;68.6;1.05;1.05;50;2.11;4.74
Ellyes Skhiri;CM;Köln;2785;0.13;0.23;0.04;1.29;0.61;87.1;0.55;0.45;58.3;0.74;5.44
Łukasz Skorupski;GK;Bologna;2520;0;0;0;0;0;77.5;0;0;0;0;0
Andreas Skov Olsen;W;Bologna;1179;0.27;0.12;0.16;3.05;0.99;75.5;1.83;1.15;42.9;1.22;3.21
Robert Skov;W;Hoffenheim;1164;0.16;0.06;0.1;2.25;1.32;69.5;1.16;1.4;51.4;1.01;5.89
Milan Škriniar;CB;Inter;2777;0.06;0.12;0.01;0.61;0.39;92.4;0.13;0.19;66.7;0.32;2.72
Steven Skrzybski;W;Schalke 04;419;0.11;0.08;0.02;1.7;0.43;59.8;0.43;1.06;71.4;1.7;5.32
Petar Škuletić;FW;Montpellier;234;0.62;0.16;0.15;1.92;0.38;56.9;1.54;0.38;100;2.69;7.69
Islam Slimani;FW;Leicester City;20;0;0.04;0;5;0;72.7;5;0;0;0;10
Islam Slimani;FW;Lyon;579;0.44;0.15;0.23;2.19;1.25;74.3;1.56;0.47;50;1.56;3.44
William Smallbone;CM;Southampton;172;0.05;0.07;0;1.58;0.53;82.1;0;0.53;100;1.05;9.47
Chris Smalling;CB;Roma;1111;0.03;0.05;0.04;0.41;0;92.3;0.16;0.33;100;0.16;3.01
Emile Smith-Rowe;AM;Arsenal;1440;0.13;0.15;0.19;2.69;0.88;87.7;1.5;0.44;24.1;1;3.88
Robert Snodgrass;W;West Brom;526;0.03;0.05;0.05;1.03;0.86;78.9;0.52;0.52;50;0.69;4.31
Robert Snodgrass;W;West Ham;5;0;0;0;10;0;100;0;0;0;0;0
Cédric Soares;FB;Arsenal;746;0.02;0.03;0.11;1.69;0.84;75.8;0.72;0.72;60;1.08;4.22
Rafa Soares;FB;Eibar;1134;0;0.02;0.1;1.59;1.03;69.8;1.11;0.24;33.3;0.56;2.78
Rubén Sobrino;FW;Valencia;49;0;0;0;2;0;73.9;2;0;0;4;10
Rubén Sobrino;FW;Cádiz;1113;0.19;0.26;0.06;1.61;0.24;72.8;0.73;1.69;65.6;1.37;6.77
Simon Sohm;CM;Parma;899;0.12;0.23;0.03;1.2;0.3;85.6;0.5;0.9;60;1.1;3.1
Augusto Solari;W;Celta Vigo;486;0.24;0.25;0.24;2.41;0.93;71.8;1.85;1.11;42.9;1.67;5.93
Roberto Soldado;FW;Granada;1438;0.28;0.15;0.04;1.31;0.31;62.2;0.5;0.31;35.7;0.63;3.25
Carlos Soler;CM;Valencia;2735;0.09;0.09;0.15;2.43;0.76;81.5;1.45;0.76;57.5;0.66;3.36
Yann Sommer;GK;Mönchengladbach;2712;0;0;0;0;0;81.5;0;0;0;0;0.03
Son;FB;Levante;1106;0.04;0.07;0.1;2.76;2.28;76.1;1.46;0.98;50;0.89;3.5
Brandon Soppy;FB;Rennes;559;0.02;0.02;0.02;1.29;0.97;79.6;0.32;1.45;56.3;1.61;6.13
David Soria;GK;Getafe;2520;0;0;0;0.21;0.07;46.8;0.04;0;0;0;0
Roberto Soriano;AM;Bologna;3250;0.17;0.1;0.18;2.83;1.41;81.2;1.33;1.14;67.2;1.27;4.35
Alberto Soro;W;Granada;393;0.18;0.39;0.09;2.05;1.14;72.9;1.36;0.45;40;2.27;6.59
Borna Sosa;FB;Stuttgart;2042;0.03;0.04;0.26;3.3;1.94;70.4;2.51;1.41;68.1;1.15;2.6
Hugo Sotelo;W;Celta Vigo;1;0;0;0;0;0;0;0;0;0;0;0
Florian Sotoca;FW;Lens;2413;0.31;0.12;0.13;2.16;0.97;71.1;0.9;0.9;53.3;1.46;3.28
Riccardo Sottil;W;Cagliari;1184;0.15;0.08;0.14;2.8;1.89;74.9;1.29;2.88;74.5;2.95;1.97
Cheick Souaré;CM;Marseille;10;0;0;0;0;10;66.7;0;0;0;0;0
Tomáš Souček;CM;West Ham;3419;0.24;0.15;0.04;1.18;0.29;76.9;0.42;0.42;61.5;0.63;4.29
Rayan Souici;CB;Saint-Étienne;5;0;0;0;0;0;87.5;0;0;0;0;10
Cebio Soukou;W;Arminia;458;0.16;0.08;0.02;1.57;0.59;87.8;0.78;0.98;33.3;2.94;4.9
Adama Soumaoro;CB;Bologna;1755;0.06;0.17;0.01;0.46;0;91.5;0.1;0.15;100;0.1;3.95
Adama Soumaoro;CB;Lille;145;0.06;0.03;0;0.63;0;95.9;0;0;0;0;2.5
Boubakary Soumaré;CM;Lille;1919;0.01;0.03;0.06;1.36;0.33;86.9;0.7;1.13;85.7;1.08;3.9
Yaya Soumaré;W;Lyon;4;0;0;0;0;0;100;0;0;0;0;0
Arnaud Souquet;FB;Montpellier;1224;0.01;0.03;0.04;1.69;1.54;75;0.66;0.66;50;1.18;4.71
Ansou Sow;FW;Lens;6;0;0;0;0;0;50;0;0;0;0;0
Djibril Sow;CM;Eintracht Frankfurt;2175;0.02;0.05;0.07;1.65;0.5;88.5;0.79;0.74;64.3;1.32;7.19
Saidou Sow;CB;Saint-Étienne;1000;0.01;0.06;0.01;0.18;0.09;86.1;0.09;0.27;100;0.27;4.59
Çağlar Söyüncü;CB;Leicester City;1819;0.02;0.06;0.01;0.5;0.25;89;0.2;0.35;77.8;0.25;2.72
Leonardo Spinazzola;FB;Roma;2124;0.08;0.09;0.21;2.84;1.78;79;1.53;2.5;52.7;1.27;2.33
Marco Sportiello;GK;Atalanta;1261;0;0;0;0;0;83.7;0;0;0;0;0.07
Mattia Sprocati;W;Parma;22;0;0;0;0;0;100;0;0;0;0;10
Jerry St. Juste;CB;Mainz 05;2880;0.06;0.09;0.01;0.81;0.47;81.5;0.16;0.81;78.8;0.41;4.13
Benjamin Stambouli;CM;Schalke 04;1956;0;0.04;0.02;0.92;0.41;74.8;0.37;0.88;79.2;0.6;4.65
Josip Stanišić;FB;Bayern Munich;90;0.2;0.08;0;0;0;90.2;0;0;0;0;6
Niklas Stark;CB;Hertha BSC;2793;0.03;0.09;0.01;0.32;0.35;84.9;0.13;0.06;66.7;0.26;4.32
Renato Steffen;W;Wolfsburg;1566;0.25;0.14;0.14;2.82;1.26;72.8;1.09;0.69;63.2;1.21;4.54
Zack Steffen;GK;Manchester City;90;0;0;0;0;0;82.1;0;0;0;0;0
Pascal Stenzel;FB;Stuttgart;1276;0.01;0.03;0.02;0.7;0.21;85.9;0.21;0.63;69.2;0.21;4.08
Dale Stephens;CM;Burnley;261;0.07;0.05;0;0.69;1.03;83.1;0;0.34;100;1.72;5.17
Jack Stephens;CB;Southampton;1537;0.04;0.12;0.03;1.05;0.64;83.2;0.47;0.18;75;0.47;3.33
Raheem Sterling;W;Manchester City;2536;0.4;0.17;0.17;3.55;1.03;85.4;1.35;2.45;55.2;2.91;2.94
Enda Stevens;FB;Sheffield Utd;2700;0.04;0.07;0.05;1.1;1;77.5;0.6;0.97;64.4;0.83;3.07
Lars Stindl;AM;Mönchengladbach;1961;0.22;0.1;0.26;3.49;0.96;82;2.02;0.28;42.9;1.56;5.32
Kevin Stöger;AM;Mainz 05;538;0.27;0.18;0.15;3.33;1.5;69.5;1.67;0.83;100;1;5.5
John Stones;CB;Manchester City;1933;0.1;0.15;0;0.65;0.19;94.3;0.09;0.47;83.3;0.05;2.37
Thomas Strakosha;GK;Lazio;810;0;0;0;0.11;0;83.4;0;0;0;0;0
Tobias Strobl;CM;Augsburg;1846;0.02;0.09;0.04;1.22;0.44;81.2;0.68;0.39;53.3;0.83;4.83
Kevin Strootman;CM;Genoa;1314;0.03;0.08;0.12;1.54;0.38;84.4;1.15;0.62;81.8;0.48;6.58
Kevin Strootman;CM;Marseille;233;0;0;0.16;2.47;1.16;80.9;1.51;0.38;50;1.92;8.46
Pascal Struijk;CB;Leeds United;2075;0.1;0.17;0.01;0.52;0.09;87.1;0.22;0.17;80;0.39;5.11
Jens Stryger Larsen;FB;Udinese;2638;0.1;0.12;0.03;1.02;0.82;78.6;0.38;0.51;65.2;0.82;2.29
Stefano Sturaro;CM;Hellas Verona;423;0;0.04;0;1.06;0.64;74.9;0;0.21;50;1.49;4.89
Stefano Sturaro;CM;Genoa;445;0.08;0.08;0.04;1.22;0.41;70.6;0.82;0.41;33.3;1.84;5.51
