Player;Pos;Squad;Min;Goals;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Aerial Duels Won;Aerial Duels Won %;Touches Inside Opposition's Penalty Box;Expected Assists;Completed Passes into Penalty Box;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Jorge Meré;CB;Köln;1300;0;0;0.01;2.85;53.2;0.14;0.01;0.35;0.07;100;0.21;2.99
Alex Meret;GK;Napoli;1980;0;0;0;0;0;0;0;0;0;0;0;0
Mikel Merino;CM;Real Sociedad;2154;0.08;0.15;0.11;2.97;49.7;2.47;0.09;1.34;1.26;78.9;1.3;6.32
Martín Merquelanz;W;Real Sociedad;549;0;0.18;0.1;0.66;33.3;3.61;0.3;0.82;0.49;37.5;1.8;1.8
Yıldırım Mert Çetin;CB;Hellas Verona;418;0;0.02;0.05;4.35;69;0.43;0;0;0.65;42.9;0.22;3.04
Dries Mertens;FW;Napoli;1459;0.56;0.33;0.1;0;0;5.62;0.23;1.17;0.8;52;0.68;5.37
Roque Mesa;CM;Valladolid;1761;0.05;0.05;0.04;0.71;32.6;1.02;0.06;0.82;1.38;75;2.19;5.66
Illan Meslier;GK;Leeds United;3150;0;0;0;0;0;0;0;0;0;0;0.03;0.06
Lionel Messi;W;Barcelona;3023;0.89;0.58;0.1;0.36;52.2;7.11;0.32;4.32;4.38;64.5;2.83;2.92
Junior Messias;AM;Crotone;3215;0.25;0.21;0.08;0.9;31.4;3.36;0.08;1.15;2.61;60.4;2.13;4.54
Thomas Meunier;FB;Dortmund;1472;0.06;0.05;0.08;1.28;55.3;2.26;0.1;1.34;1.22;80;0.91;3.84
Mexer;CB;Bordeaux;712;0;0;0.04;3.04;68.6;0.63;0.01;0;0.63;83.3;0.25;2.53
Max Meyer;AM;Köln;351;0;0.26;0.1;0.77;30;3.33;0.03;1.79;0.77;100;1.54;5.64
Omenuke Mfulu;CM;Elche;789;0;0.01;0.04;0.68;50;0.11;0;0;0.11;25;0.68;5.8
Míchel;CM;Valladolid;946;0.19;0.06;0.06;0.86;45;0.48;0.08;0.38;0.57;85.7;1.33;4.95
Jonas Michel Dirkner;CM;Hertha BSC;16;0;0;0;0;0;0;0;0;0;0;5;25
Jonas Michelbrink;AM;Hertha BSC;39;0;0;0;2.5;100;7.5;0;0;0;0;2.5;20
Clément Michelin;FB;Lens;1154;0;0.02;0.03;1.64;51.2;1.33;0.25;1.17;0.31;57.1;0.63;2.19
Edouard Michut;AM;Paris Saint-Germain;2;0;0;0;0;0;0;0;0;0;0;0;0
Petar Mićin;AM;Udinese;15;0;0;0;0;0;0;0;0;0;0;0;5
Florian Miguel;FB;Nîmes;1538;0;0.08;0.13;1.99;56.7;0.7;0.01;0.41;0.12;50;0.29;2.75
Valentin Mihaila;W;Parma;698;0.38;0.33;0.14;0.13;6.7;4.87;0.09;0.51;1.79;53.8;0.9;2.95
Nikola Milenković;CB;Fiorentina;3034;0.09;0.08;0.14;3.47;77;0.86;0.01;0.09;0.27;75;0.12;3.15
Arkadiusz Milik;FW;Marseille;1220;0.66;0.46;0.15;2.06;45.2;5.07;0.09;0.29;0.51;53.8;1.03;3.46
Sergej Milinković-Savić;CM;Lazio;2746;0.26;0.19;0.09;3.11;54.6;3.25;0.21;2.16;0.82;54.3;1.67;4.82
Vanja Milinković-Savić;GK;Torino;450;0;0;0;0;0;0;0;0;0;0;0;0.2
Éder Militão;CB;Real Madrid;1133;0.08;0.09;0.09;2.86;78.3;1.19;0;0.08;0.16;50;0.24;3.25
Luka Milivojević;CM;Crystal Palace;2359;0.04;0.03;0.05;1.26;58.9;0.31;0.05;0.5;0.53;73.7;0.76;5.15
Luis Milla;CM;Granada;1253;0.07;0.04;0.05;1.15;55.2;0.65;0.15;0.94;0.72;83.3;1.22;6.55
Pere Milla;W;Elche;1981;0.18;0.25;0.19;1.82;43.5;2.09;0.08;0.27;0.77;56.7;1.77;5.45
Alejandro Millán;FW;Villarreal;2;0;0;0;0;0;0;0;0;0;0;0;1
Vincenzo Millico;W;Torino;21;0;0;0;0;0;0;0;0;0;0;0;5
Enzo Millot;CM;Monaco;41;0;0.2;0.06;2;50;4;0;0;0;0;6;6
James Milner;CM;Liverpool;1070;0;0.03;0.04;2.1;64.1;2.1;0.1;2.18;0.5;46.2;0.92;5.8
Santi Mina;FW;Celta Vigo;2412;0.45;0.3;0.18;3.73;44.8;2.91;0.06;0.19;0.34;42.9;1.16;4.18
Yerry Mina;CB;Everton;1937;0.09;0.06;0.08;3.16;71.6;1.16;0;0;0;0;0.14;2
Takumi Minamino;W;Southampton;711;0.25;0.15;0.09;0.51;26.7;2.53;0.06;0.63;0.63;41.7;1.39;5.7
Takumi Minamino;W;Liverpool;293;0.3;0.21;0.09;0.91;60;3.64;0;0.61;2.42;88.9;1.82;7.58
Tyrone Mings;CB;Aston Villa;3194;0.06;0.05;0.1;3.07;75.7;1.04;0.02;0.17;0.23;61.5;0.2;2
Óscar Mingueza;CB;Barcelona;1901;0.09;0.05;0.08;0.71;36.6;0.95;0.05;0.57;0.33;70;0.33;5.4
Rafa Mir;FW;Huesca;2877;0.41;0.36;0.1;3.81;48.2;4.88;0.06;0.22;0.53;63;1.09;3.09
Jorge Miramón;FB;Levante;1732;0;0.04;0.07;1.25;48;1.2;0.07;1.61;0.73;87.5;0.68;3.91
Aleksei Miranchuk;AM;Atalanta;675;0.53;0.24;0.11;1.87;53.8;5.47;0.33;2.8;2.13;61.5;2.27;6
Juan Miranda;FB;Betis;1652;0.05;0.03;0.06;1.79;44;1.2;0.07;0.87;0.27;45.5;0.65;3.91
Antonio Mirante;GK;Roma;1153;0;0;0;0;0;0;0;0;0;0;0;0.08
Tyrick Mitchell;FB;Crystal Palace;1710;0.05;0.02;0.21;0.84;55.2;0.53;0.02;0.53;0.79;68.2;0.74;5.21
Aleksandar Mitrović;FW;Fulham;1402;0.19;0.32;0.09;4.36;47.2;7.5;0.17;0.83;0.9;63.6;1.86;4.55
Stefan Mitrović;CB;Strasbourg;2784;0.06;0.03;0.06;1.78;63.2;0.68;0;0.03;0.06;100;0.16;2.94
Maximilian Mittelstädt;FB;Hertha BSC;1797;0;0.04;0.05;1.15;53.5;1.05;0.1;1.4;1.35;65.9;0.7;4.9
Henrikh Mkhitaryan;AM;Roma;2745;0.43;0.38;0.14;0.52;33.3;5.25;0.3;1.57;1.51;60.5;1.44;5.51
Jakub Moder;CM;Brighton;647;0;0.13;0.07;0.83;33.3;3.47;0.03;0.97;1.25;56.3;0.83;5.42
Anthony Modeste;FW;Saint-Étienne;293;0;0.27;0.09;6.4;57.1;3.94;0;0;0.3;50;0.91;4.55
Anthony Modeste;FW;Köln;221;0;0.4;0.15;4.24;46.7;4.8;0.03;0;0;0;0.8;3.6
Luka Modrić;CM;Real Madrid;2733;0.16;0.09;0.06;0.76;51.1;2.14;0.14;2.04;1.84;72.7;0.99;3.45
Terem Moffi;FW;Lorient;2073;0.61;0.51;0.21;1.61;32.7;4.52;0.17;0.65;1.09;50;2.57;3.04
Kevin Möhwald;CM;Werder Bremen;1555;0.29;0.08;0.05;1.33;85.2;0.81;0.06;0.64;0.87;68.2;1.39;3.64
Niklas Moisander;CB;Werder Bremen;1222;0;0;0;1.47;55.6;0.15;0;0.22;0.22;60;0.22;3.38
Dion Moise Sahi;ST;Strasbourg;94;1;0.4;0.09;2;40;3;0;0;4;66.7;4;4
Johan Mojica;FB;Atalanta;299;0;0.03;0.02;0.9;41.4;1.82;0.05;1.04;0.91;60;1.82;5.76
Johan Mojica;FB;Elche;1204;0;0.01;0.02;1.21;40;0.45;0.09;1.52;0.97;43.3;0.6;5
Guillem Molina;CB;Valencia;153;0;0;0;2.35;44.4;0;0;0;1.76;75;0;5.88
Jorge Molina;FW;Granada;1615;0.45;0.24;0.18;4.75;47.8;3.74;0.12;0.95;0.34;37.5;1.34;2.68
Nahuel Molina;FB;Udinese;1828;0.1;0.08;0.1;0.54;44;1.97;0.12;1.03;0.99;80;0.94;3.6
Salvatore Molina;W;Crotone;2315;0.04;0.03;0.05;0.89;52.3;1.13;0.11;1.32;1.09;58.3;1.44;4.4
Victor Mollejo;W;Getafe;72;0;0;0;1.25;33.3;3.75;0.13;0;2.5;50;3.75;2.5
Florent Mollet;CM;Montpellier;2355;0.11;0.13;0.07;0.38;22.2;1.83;0.13;0.84;0.65;48.6;1.22;2.33
Jayson Molumby;CM;Brighton;1;0;0;0;0;0;0;0;0;0;0;0;0
Alkhaly Momo Cissé;W;Stuttgart;38;0;0;0;0;0;2.5;0;0;0;0;0;2.5
Jon Moncayola;CM;Osasuna;2660;0.07;0.05;0.04;1.32;53.4;0.84;0.04;0.44;0.37;68.8;0.51;5.47
Gabriele Moncini;FW;Benevento;357;0;0.25;0.12;3.75;48.4;3.25;0.03;0;0.75;75;2;4
Thomas Monconduit;CM;Lorient;1153;0.16;0.09;0.05;1.25;45.7;0.55;0.09;0.7;0.63;47.1;1.17;5.78
Kévin Monnet-Paquet;W;Saint-Étienne;564;0;0.03;0.04;0.95;26.1;3.81;0.05;0.48;1.11;36.8;3.65;5.24
Nacho Monreal;FB;Real Sociedad;2082;0.04;0.03;0.07;1.69;58.2;1.56;0.05;0.61;0.35;57.1;0.35;3.85
Cristóbal Montiel Rodríguez;AM;Fiorentina;4;0;0;0;0;0;0;0;0;0;0;1;1
Lorenzo Montipò;GK;Benevento;3330;0;0;0;0;0;0;0;0;0;0;0.03;0.03
Ángel Montoro;CM;Granada;1362;0.07;0.05;0.04;0.79;36.4;0.46;0.11;1.26;0.13;50;0.79;3.11
Martín Montoya;FB;Betis;239;0;0;0.02;2.59;70;1.11;0.11;0.74;0.74;50;1.11;1.85
Emre Mor;W;Celta Vigo;500;0;0.05;0.04;0.71;26.7;3.04;0.04;0.54;3.04;60.7;2.32;5.18
Luca Mora;CM;Spezia;113;0;0.08;0.11;2.31;60;1.54;0;0;1.54;66.7;1.54;7.69
Wesley Moraes;FW;Aston Villa;18;0;0;0.02;0;0;5;0;0;0;0;0;10
Álvaro Morata;FW;Juventus;2014;0.49;0.46;0.19;1.43;50;6.61;0.21;1.12;1.21;64.3;1.74;3.93
Jan Morávek;CM;Augsburg;267;0;0.03;0.15;1.67;50;0.67;0;0;0;0;0.33;8.33
Jon Morcillo;W;Athletic Club;1363;0.13;0.1;0.06;1.06;44.4;2.72;0.19;1.19;0.79;44.4;1.59;3.11
Jérémy Morel;CB;Lorient;2493;0;0.02;0.08;1.23;52.3;0.32;0.01;0.07;0.22;42.9;0.29;2.42
Alberto Moreno;FB;Villarreal;193;0;0.14;0.07;0;0;2.38;0;0.48;1.43;75;0.48;3.81
Álex Moreno;FB;Betis;1786;0;0.04;0.07;1.06;44.7;2.07;0.11;0.81;1.06;58.3;1.31;4.14
Gerard Moreno;FW;Villarreal;2673;0.77;0.39;0.14;2.19;47.1;5.72;0.26;1.55;2.63;64.5;2.32;2.76
Tete Morente;W;Elche;2019;0.09;0.11;0.13;0.85;43.2;1.88;0.11;0.94;2.19;64.5;2.05;4.33
Mateu Morey;FB;Dortmund;829;0;0.01;0.03;0.54;50;0.43;0.07;1.52;0.43;44.4;0.43;3.59
Wes Morgan;CB;Leicester City;18;0;0;0;0;0;0;0;0;0;0;0;0
Raúl Moro;W;Lazio;11;0;0;0;0;0;10;0;0;0;0;0;20
Loren Morón;FW;Betis;991;0.09;0.22;0.1;3;37.5;3.27;0.04;0.36;0.91;43.5;2.82;3.45
Pedro Mosquera;CM;Huesca;2050;0;0.01;0.04;1.23;39.4;0.26;0.03;0.44;0.39;69.2;0.7;4.78
Aimen Moueffek;CM;Saint-Étienne;743;0;0.02;0.19;1.33;45.8;0.84;0.05;0.6;2.29;61.3;2.17;6.14
Youssoufa Moukoko;FW;Dortmund;422;0.64;0.6;0.14;0.43;28.6;7.23;0.15;0.21;2.34;64.7;2.98;6.17
Harold Moukoudi;CB;Saint-Étienne;2276;0.12;0.08;0.15;2.17;61.8;0.67;0.03;0;0.4;90.9;0.36;3.72
Jessy Moulin;GK;Saint-Étienne;2610;0;0;0;0;0;0;0;0;0;0;0;0.03
Steve Mounié;FW;Brest;2680;0.3;0.34;0.13;8.29;67.3;5.57;0.08;0.5;0.64;59.4;1.64;4.23
Mason Mount;AM;Chelsea;2890;0.19;0.19;0.07;0.65;28.8;4.58;0.24;1.81;1.56;63.3;1.68;6.42
Lucas Moura;W;Tottenham;1411;0.19;0.14;0.12;1.66;38.2;2.93;0.15;0.89;2.29;55.4;2.74;4.14
Lys Mousset;FW;Sheffield Utd;296;0;0.21;0.18;0.3;4.8;3.03;0.09;0;1.21;26.7;2.73;3.33
João Moutinho;CM;Wolves;2528;0.04;0.02;0.04;0.71;45.5;0.36;0.09;0.68;0.36;43.5;0.25;5.69
Samuel Moutoussamy;CM;Nantes;82;0;0.11;0.05;1.11;25;0;0;0;0;0;0;4.44
Loris Mouyokolo;CB;Lorient;19;0;0;0;0;0;0;0;0;0;0;0;5
Javi Moyano;FB;Valladolid;103;0;0;0;2.73;75;0;0;0;0;0;0;0.91
Nordi Mukiele;FB;RB Leipzig;1677;0.16;0.12;0.12;3.33;66;2.8;0.08;0.91;0.86;57.1;1.02;4.19
Benoît Mukinayi;CB;Monaco;2870;0.06;0.06;0.08;3.26;72.2;0.88;0.02;0.16;0.13;100;0.16;2.32
Mert Müldür;FB;Sassuolo;1672;0;0.05;0.07;0.97;43.9;2.47;0.03;0.91;1.24;56.1;0.91;2.74
Florian Müller;GK;Freiburg;2790;0;0;0;0;0;0;0;0.1;0.03;100;0;0
Sebastian Müller;FW;Arminia;4;0;0;0;0;0;0;0;0;0;0;0;0
Thomas Müller;AM;Bayern Munich;2674;0.37;0.22;0.13;1.82;39.1;7.27;0.39;2.09;1.18;70;1.52;7.41
Joel Mumbongo;FW;Burnley;40;0;0;0;0;0;0;0;0;0;0;5;2.5
Marshall Munetsi;CM;Reims;1928;0.05;0.04;0.06;2.62;63.6;0.75;0.01;0.23;0.56;80;0.98;3.36
Iker Muniain;AM;Athletic Club;1943;0.23;0.18;0.18;0.46;38.5;2.31;0.14;1.94;2.08;75;1.71;3.98
Aihen Muñoz;FB;Real Sociedad;1210;0;0.02;0.07;1.49;51.3;1.04;0.04;0.9;0.9;66.7;0.6;3.58
Joaquín Muñoz;W;Huesca;41;0;0;0.02;2;25;6;0;0;6;60;2;4
Luis Muriel;FW;Atalanta;1436;1.38;0.86;0.17;1.69;35.5;9.31;0.29;2.19;3.44;57.3;2.94;4.56
Jeison Murillo;CB;Celta Vigo;2699;0.07;0.02;0.07;2.47;54.4;0.53;0.01;0.07;0.17;71.4;0.2;3.83
Vedat Muriqi;FW;Lazio;832;0.11;0.5;0.14;5.33;55.1;8.26;0.03;0.54;0.65;54.5;1.85;4.02
Jacob Murphy;W;Newcastle Utd;1626;0.11;0.07;0.04;0.28;20.8;1.55;0.12;1.55;2.43;69.8;2.1;5.19
Nicola Murru;FB;Torino;569;0;0.06;0.09;1.59;47.6;1.9;0.02;1.11;0.48;30;0.95;4.76
Petar Musa;FW;Union Berlin;715;0.13;0.32;0.17;6.08;50.5;5.06;0.1;0.38;0.13;16.7;1.52;6.2
Mateo Musacchio;CB;Lazio;229;0;0;0;0.4;12.5;0;0;0;0.4;100;0.4;4.4
Mateo Musacchio;CB;Milan;34;0;0;0;0;0;0;0;0;0;0;0;7.5
Yunus Musah;W;Valencia;1530;0.06;0.04;0.12;1.06;42.9;2.18;0.05;0.76;1.59;48.2;1.88;4.06
Jamal Musiala;AM;Bayern Munich;881;0.61;0.32;0.12;0.71;26.9;6.94;0.09;1.33;3.78;61.7;3.37;8.47
Juan Musso;GK;Udinese;3147;0;0;0;0.03;100;0;0;0;0.03;100;0.03;0
Shkodran Mustafi;CB;Arsenal;47;0;0;0;4;100;0;0;0;0;0;0;4
Shkodran Mustafi;CB;Schalke 04;1037;0.09;0.04;0.05;4.43;62.2;1.22;0;0.09;0.09;25;0;3.13
Yoshinori Mutō;FW;Eibar;1122;0.08;0.16;0.1;2.8;41.2;4.32;0.09;0.24;1.36;68;2.72;4.56
Phillipp Mwene;FB;Mainz 05;1674;0.05;0.01;0.04;0.75;38.9;0.75;0.08;1.4;0.59;52.4;0.81;6.56
Joakim Mæhle;FB;Atalanta;1216;0;0.1;0.07;0.52;31.8;3.56;0.11;1.48;1.41;50;1.63;3.85
Obite N'Dicka;CB;Eintracht Frankfurt;2044;0.13;0.05;0.06;3.26;69.8;1.15;0.01;0.18;0.35;44.4;0.75;4.32
Kévin N'Doram;CM;Metz;307;0;0;0;0.88;60;0;0;0;0.59;50;1.18;4.71
Stanley N'Soki;FB;Nice;1246;0;0.03;0.07;1.96;71.1;1.16;0.01;0.22;0.29;44.4;1.01;3.62
Nacho;CB;Valladolid;1813;0;0.01;0.04;1.49;50.8;1;0.02;0.18;0.45;47.4;0.6;4.48
Nacho;FB;Real Madrid;2000;0.05;0.07;0.14;0.8;37.2;1.26;0.08;0.9;0.32;63.6;0.23;4.14
Yuto Nagatomo;FB;Marseille;1594;0;0.01;0.02;1.07;54.3;0.45;0.02;0.56;0.56;52.6;0.96;4.63
Kenny Nagera;FW;Paris Saint-Germain;2;0;0;0;0;0;2;0;1;1;100;0;0
Radja Nainggolan;AM;Cagliari;1841;0.05;0.08;0.03;0.78;47.1;1.56;0.08;1.27;1.41;47.5;1.9;4.54
Radja Nainggolan;AM;Inter;46;0;0.2;0.05;0;0;2;0;0;0;0;4;10
Marvelous Nakamba;CM;Aston Villa;749;0;0;0.02;0.96;50;0.12;0;0;0.24;66.7;0.6;7.47
Nahitan Nández;CM;Cagliari;2737;0.07;0.08;0.07;1.45;42.7;2.17;0.12;1.41;1.25;61.3;1.61;5.3
Nano;FW;Cádiz;9;0;0;0;0;0;0;0;0;10;50;0;10
Paul Nardi;GK;Lorient;2070;0;0;0;0;0;0;0;0.04;0;0;0;0
Matija Nastasić;CB;Schalke 04;1221;0;0.02;0.04;2.21;63.8;0.74;0;0;0.07;100;0.07;2.21
Roberto Navarro;AM;Real Sociedad;35;0;0;0;0;0;2.5;0;0;0;0;0;17.5
Ximo Navarro;FB;Alavés;2375;0.04;0.01;0.02;0.95;40.3;0.3;0.04;0.38;0.64;65.4;0.87;3.94
Jesús Navas;FB;Sevilla;2827;0;0.03;0.07;0.92;60.4;1.62;0.17;2.68;0.61;65.5;0.41;2.04
Keylor Navas;GK;Paris Saint-Germain;2520;0;0;0;0;0;0;0.01;0;0.04;100;0;0.07
Raúl Navas;CB;Osasuna;168;0;0;0;0.53;100;0.53;0;0;0;0;0;6.84
Papa Ndiaga Yade;AM;Metz;1001;0.27;0.13;0.05;1.53;41.5;3.42;0.18;0.99;2.43;64.3;3.24;3.78
Iliman Ndiaye;AM;Sheffield Utd;12;0;0;0;0;0;0;0;0;0;0;0;10
Wilfred Ndidi;CM;Leicester City;2176;0.04;0.03;0.05;2.15;59.8;0.58;0.06;0.17;0.45;55;0.74;7.56
Bridge Ndilu;FW;Nantes;42;0;0.4;0.08;2;33.3;6;0.2;2;4;50;2;10
Tanguy Ndombele;CM;Tottenham;2091;0.13;0.06;0.08;0.6;42.4;1.68;0.1;0.95;3.02;72.2;2.11;6.55
Dan Ndoye;W;Nice;551;0.16;0.2;0.08;0.82;27.8;6.89;0.02;0.33;1.97;52.2;2.46;5.25
Paul Nebel;W;Mainz 05;51;0;0;0;0;0;0;0;1.67;1.67;50;1.67;3.33
Álvaro Negredo;FW;Cádiz;2198;0.33;0.26;0.13;5.45;46;3.16;0.15;0.57;1.11;64.3;0.98;1.48
Reiss Nelson;W;Arsenal;71;0;0;0.05;0;0;6.25;0;1.25;1.25;50;2.5;7.5
Ilija Nestorovski;FW;Udinese;701;0.26;0.5;0.16;2.18;45.9;5.77;0.18;0.51;0.51;50;1.03;2.95
Neto;GK;Barcelona;630;0;0;0;0;0;0;0;0;0;0;0.43;0
Pedro Neto;W;Wolves;2550;0.18;0.17;0.08;0.71;33.9;3.92;0.22;1.38;2.61;60.7;2.08;3.36
Luca Netz;FB;Hertha BSC;309;0.29;0.24;0.32;1.47;55.6;5;0.03;0.59;1.47;55.6;1.47;4.41
Manuel Neuer;GK;Bayern Munich;2970;0;0;0;0;0;0;0.01;0;0.06;100;0.03;0
Florian Neuhaus;CM;Mönchengladbach;2622;0.21;0.11;0.06;0.65;45.2;1.44;0.08;1.07;1.58;68.7;1.2;4.3
Carlos Neva;FB;Granada;1797;0;0.03;0.06;0.55;22.4;0.55;0.01;0.3;0.35;58.3;0.6;2.05
Rúben Neves;CM;Wolves;2675;0.17;0.1;0.04;0.91;55.1;0.84;0.07;0.71;0.4;63.2;0.64;6.57
Neymar;W;Paris Saint-Germain;1415;0.57;0.5;0.13;0.32;26.3;8.41;0.46;3.69;6.18;58.4;4.33;4.14
Yvan Neyou;CM;Saint-Étienne;2438;0.04;0.05;0.04;0.92;58.1;0.81;0.07;0.3;2.21;78.9;0.96;4.32
Jessic Ngankam;FW;Hertha BSC;296;0.61;0.15;0.08;0.61;12.5;3.64;0;0;1.52;62.5;4.55;6.06
Muzinga Ngonda;FB;Dijon;2307;0.08;0.02;0.03;1.52;52.7;0.51;0.04;1.33;1.6;68.3;1.29;3.63
Ahmad Ngouyamsa;FB;Dijon;157;0;0;0;1.18;33.3;0;0;0;0;0;0;4.12
Opa Nguette;W;Metz;1132;0.24;0.21;0.14;2.3;35.8;4.84;0.08;0.4;2.78;62.5;4.44;3.81
Moussa Niakhate;CB;Mainz 05;2866;0.09;0.06;0.21;2.23;57.7;0.72;0.06;0.41;0.44;73.7;0.41;4.37
Ibrahima Niane;FW;Metz;663;0.81;0.32;0.11;3.78;50.9;4.86;0.03;0.41;1.49;52.4;2.03;2.84
M'Baye Niang;FW;Rennes;422;0.21;0.19;0.09;2.77;40.6;5.53;0;0;0.21;25;2.77;3.83
Mamor Niang;FW;Getafe;22;0;0.5;0.06;5;20;5;0;0;10;66.7;5;20
Florian Niederlechner;FW;Augsburg;1737;0.26;0.35;0.14;1.71;30.8;4.35;0.16;0.47;0.98;61.3;1.19;3.58
Nieto;FW;Cádiz;14;0;1.5;0.27;0;0;5;0;0;0;0;0;5
Saúl Ñíguez;CM;Atlético Madrid;2033;0.09;0.08;0.05;2.88;49.6;2.57;0.09;1.11;0.53;66.7;0.84;5.53
Joakim Nilsson;CB;Arminia;2162;0;0.02;0.08;3.63;67.4;0.58;0;0.04;0.17;80;0.13;3.33
Casimir Ninga;W;Angers;23;0;0;0;0;0;0;0;6.67;6.67;66.7;3.33;10
Nino;FW;Elche;284;0;0.09;0.11;0.31;12.5;2.5;0.25;0.31;0.31;100;1.56;2.19
Fernando Niño;FW;Villarreal;593;0.45;0.65;0.31;1.82;42.9;5.3;0.03;0.61;1.36;90;2.27;4.39
Eddie Nketiah;FW;Arsenal;423;0.43;0.51;0.2;0.64;14.3;6.17;0.17;0.43;2.13;66.7;1.28;2.98
Nicolas Nkoulou;CB;Torino;1358;0.07;0.03;0.12;2.32;47.9;0.26;0.01;0.07;0.2;100;0.07;2.65
Niels Nkounkou;FB;Everton;81;0;0;0.02;0;0;0;0;0;3.33;50;1.11;7.78
Christopher Nkunku;AM;RB Leipzig;1892;0.29;0.37;0.14;1.62;48.6;6.14;0.36;1.95;1.67;58.3;2.29;6
Dan Nlundulu;FW;Southampton;111;0;0.08;0.09;5;54.5;5;0;0.83;3.33;66.7;0.83;5.83
Mark Noble;CM;West Ham;712;0;0;0.03;0.89;77.8;0.25;0.03;0.76;0.38;50;0.25;2.91
Nolito;W;Celta Vigo;2597;0.24;0.22;0.12;0.48;26.4;3.11;0.2;1.38;0.83;47.1;1.18;5.36
Arnaud Nordin;W;Saint-Étienne;1771;0.2;0.24;0.11;0.56;26.8;3.2;0.15;0.91;1.62;56.1;2.23;3.5
Håvard Nordtveit;CB;Hoffenheim;700;0;0.03;0.08;4.1;71.1;0.51;0.04;0.26;0.51;80;0.26;2.05
Will Norris;GK;Burnley;180;0;0;0;0;0;0;0.05;0.5;0;0;0;0
Oliver Norwood;CM;Sheffield Utd;2220;0;0.02;0.04;0.69;42.5;0.32;0.07;1.17;0.16;66.7;0.45;4.21
Olivier Ntcham;CM;Marseille;120;0;0.08;0.09;0;0;0.77;0;0;1.54;33.3;0.77;3.85
Alexander Nübel;GK;Bayern Munich;90;0;0;0;0;0;0;0;0;0;0;0;0
Kasim Nuhu;CB;Hoffenheim;987;0;0.05;0.09;2.55;54.9;0.73;0;0.27;0.64;77.8;0.55;2.73
Unai Núñez;CB;Athletic Club;2109;0.04;0.08;0.14;3.29;67;0.73;0.03;0.09;0.3;77.8;0.34;3.03
Bram Nuytinck;CB;Udinese;1641;0.05;0.02;0.07;2.58;72.3;0.66;0.01;0.05;0.16;60;0.16;3.52
Kelechi Nwakali;AM;Huesca;141;0;0;0;1.25;66.7;0;0;0;1.88;75;1.25;5
Simeon Nwankwo;FW;Crotone;2943;0.61;0.31;0.19;1.77;33.5;4.07;0.06;0.12;0.98;66.7;2.26;2.42
Gerzino Nyamsi;CB;Rennes;871;0.1;0.04;0.1;2.16;56.8;0.82;0.01;0.1;0.31;50;0.31;3.3
Allan Nyom;FB;Getafe;2323;0;0.02;0.06;2.48;61;1.32;0.08;1.05;0.5;54.2;1.09;3.8
M'Bala Nzola;FW;Spezia;1896;0.52;0.28;0.15;1.42;22.1;5.12;0.15;0.28;1.04;62.9;2.46;4.64
Steven Nzonzi;CM;Rennes;2908;0.03;0.06;0.09;2.07;65.7;0.99;0.03;0.31;0.43;93.3;0.43;2.35
Jack O'Connell;CB;Sheffield Utd;180;0;0;0;2.5;33.3;0;0;1;0;0;0;2
Dara O'Shea;CB;West Brom;2102;0;0.01;0.05;3.08;63.2;0.81;0;0.17;0.21;45.5;0.51;3.76
Michael Obafemi;FW;Southampton;61;0;0;0;0;0;4.29;0.14;0;0;0;0;8.57
Pedro Obiang;CM;Sassuolo;1469;0;0.04;0.05;1.9;57.4;0.74;0.05;0.43;0.74;80;0.37;5.83
Jan Oblak;GK;Atlético Madrid;3420;0;0;0;0;0;0;0;0;0.03;100;0;0
Lucas Ocampos;W;Sevilla;2631;0.17;0.23;0.11;1.3;51.4;5.1;0.12;0.86;2.47;62.1;1.99;4.76
Bastian Oczipka;FB;Schalke 04;1922;0;0.01;0.04;0.98;46.7;0.51;0.07;0.89;0.61;46.4;1.03;2.66
Brain Oddei;W;Sassuolo;45;0;0.2;0.06;0;0;12;1.2;6;6;75;0;22
Denis Odoi;FB;Fulham;270;0;0.03;0.04;2.33;53.8;0;0.03;0.67;0;0;0.33;1
Álvaro Odriozola;FB;Real Madrid;829;0.22;0.08;0.24;0.22;13.3;3.48;0.07;1.41;0.76;58.3;1.09;3.15
Angelo Ogbonna;CB;West Ham;2492;0.11;0.05;0.12;2.78;68.1;1.01;0.04;0;0.14;100;0.14;3.1
Stefano Okaka;FW;Udinese;1489;0.24;0.18;0.13;1.82;33.7;4.48;0.04;0.48;0.97;72.7;2;2.91
Shinji Okazaki;FW;Huesca;1128;0.08;0.16;0.1;2;33.8;2.96;0.02;0.16;0.4;38.5;1.68;5.04
Masaya Okugawa;W;Arminia;914;0.1;0.09;0.12;0.98;37;2.25;0.08;0.2;0.69;77.8;0.78;6.08
Lucas Olaza;FB;Valladolid;1260;0.07;0.04;0.05;1.57;59.5;0.86;0.07;1;0.43;46.2;0.21;3.43
Lucas Olaza;FB;Celta Vigo;1615;0;0.02;0.04;1.34;47.1;0.78;0.12;0.89;0.5;64.3;0.28;3.46
Christian Oliva;CM;Cagliari;388;0;0;0;1.16;55.6;0.23;0.02;0.47;0.7;100;1.4;3.95
Christian Oliva;CM;Valencia;198;0;0;0.02;0.45;50;0;0.09;0.45;0.91;100;0.45;3.18
